Cluster,Rank,Code,Description,Micro dept,Qty,Sales
Rest,23680,786112,WILD ROCKET 100G,ROCKET,169,29575
Rest,23681,677560,ECONOMY BLUE 10,BATH SLIPPER,196,29572
Rest,23682,786546,PACKED BLUE BERRIES (125GM),BLUEBERRY,76,29564
Rest,23683,676470,R/C CAR (NOT INCLUDE BATTERY),R/C CAR/HELICOP/DRONES/BOATS,22,29560
Rest,23684,635680,MUG NO.323,MUGS,991,29522
Rest,23685,681387,HIGH EMI VANDA 987734,OTHER UNISEX ITEMS,7,29509
Rest,23686,980572,ACCUPLUS PREMIUM BLUE 8,CASUAL SHOES,110,29509
Rest,23687,523501,ARIS BLUE BLONDE WOMEN EDP 100ML,PERFUMES,19,29502
Rest,23688,643676,FLAT GRATER 101 A0101,GRATERS,236,29500
Rest,23689,280494,SAFISHA TOILET CLEANER CITRUS 500,TOILET CLEANER,164,29495
Rest,23690,678060,OUSIMIYA EARRINGS ASSORTED 3,LADIES ACCESSORIES,40,29483
Rest,23691,402756,FAITH KN S/S MEN T-SHIRT 203,SWEATER,12,29483
Rest,23692,402238,DEN. MEN SOCKS CAIQI CLASSIC 11,LADIES HANDBAG,114,29483
Rest,23693,402239,DEN. MEN SOCKS COMF XILAIJU 1131,LADIES HANDBAG,114,29483
Rest,23694,981338,GIRLS PANT SET FWD,KIDS PANTIES,114,29483
Rest,23695,682851,WEST-NOB ASS.KIDS TIGHTS 2,LADIES BRA,42,29457
Rest,23696,982459,ACE MARA GUMBOOT BLK 46,SAFETY BOOTS,38,29450
Rest,23697,677670,LD RICE WATER SCRUB 300ML,SCRUBS & CLEANSERS,66,29448
Rest,23698,317795,TTC MEN JEANS TRS JIAN #007-9,KIDS SHOES,9,29444
Rest,23699,654549,BODY WASH CITY PULSE 250ML,SHOWER GELS FAMILY,145,29434
Rest,23700,654497,MENTHOPLUS GOLD BALM 9ML,PAIN RELIEF,535,29425
Rest,23701,404894,KIDS CAP A LOVE,KIDS HAT AND CAP,39,29418
Rest,23702,686304,JETTAH 5PK GIRLS PANT 3002444,KIDS PANTIES,39,29418
Rest,23703,655486,BATH TOWEL 70X140 T8532-A313,BATH TOWEL,25,29418
Rest,23704,557006,CARPET - 160*235,SHAGS,5,29405
Rest,23705,681769,MEN SWEATER #2500,JACKETS & JUMPERS,9,29405
Rest,23706,675285,SHAZAM TRACK 3/4 SHORT #FR30-D2,GYM WEAR,18,29405
Rest,23707,401387,NUZIWA SOYA UNSWEETENED 250ML,SOYA MILK DRINK,359,29401
Rest,23708,402230,TEENS FF T-SHIRT MERGE,KIDS TSHIRT PLAIN,31,29397
Rest,23709,401517,YOUTH FF CAMISO TOP 068,LADIES CAMISOLES,31,29397
Rest,23710,525003,BRA KANGLIDAI 6641,LADIES BRA,55,29397
Rest,23711,652773,BOOK COVER A5 LAMINATED(10PCS),ADHESIVE BOOK COVER ROLL / HARD COVER,110,29397
Rest,23712,413166,UMBRELLA 3FOLD,FOLD,47,29375
Rest,23713,646160,MURAT LADIES MEDIUM BELT,LADIES BELTS AND SUSPENDERS,37,29375
Rest,23714,635965,PICUS FLASK K1058T 1.0LTR,BEVERAGE FLASKS,21,29370
Rest,23715,988768,ENTMNT UNIT ATRIO HAVANA /OFF WHI,WALL UNITS AND STANDS,1,29366
Rest,23716,686301,JETTAH 2PK LACE SHORTS 2579855,LADIES JEANS,46,29345
Rest,23717,405096,VEGAN MAYONNAISE 330G,MAYONNAISE,84,29345
Rest,23718,260253,CLEAR BRAIDED 1/2*15,HAND TOOLS,14,29328
Rest,23719,653384,ESSENTIAL OIL,AROMA OIL,162,29328
Rest,23720,980304,KASO ADULT ASSORTED T-SHIRTS,KIDS TSHIRT PRINTED,27,29328
Rest,23721,402947,COTON TROUSERS GIRLS,TROUSER,38,29319
Rest,23722,987398,ORCHID VALLEY F&V APCC 1LTR,TETRA,162,29314
Rest,23723,565772,KIDS FF TRACK PANTS ZG,SHORTS,34,29310
Rest,23724,403152,KIDS TRUCK,KIDS SPORT SET,50,29310
Rest,23725,643696,STEEL SLIM FLASK 600 S6360,TRAVEL FLASKS,22,29310
Rest,23726,340001,TRANSPORTATION SERVICE 2000,QUICKMART,17,29310
Rest,23727,526204,YOUTH FF PLAIN JACKET XD-005,JACKETS & JUMPERS,17,29310
Rest,23728,320835,HMS-231DS/VAMS-23DGS,STANDARD MICROWAVE,2,29302
Rest,23729,572648,LENS CLEANER SPRAY 30ML,POCKET WIPES,86,29284
Rest,23730,526074,BABY SUIT ASSTD RMB #999,DRESS,34,29281
Rest,23731,480400,THE CRACKER SHARK CHEDDAR CRACKER,PROCESSED SLICES CHEESE,50,29267
Rest,23732,786026,DILL PACK 50G,DILL,418,29260
Rest,23733,412865,YOGHURT STRAWBERRY-250ML,FRUIT AND FLAVOURED YOGHURT,522,29250
Rest,23734,402013,ROUND BOWL 6.5 BO-02,BOWLS,323,29237
Rest,23735,671249,TIPEX WHITEOUT REMOVER 20ML,OTHER OFFICE EQUIPMENTS,251,29228
Rest,23736,646054,TRAVELLING BAG UNIQUE MEDIUM,TRAVEL BAG,30,29224
Rest,23737,655804,BACKPACK,LAPTOP,44,29207
Rest,23738,670707,PILOT BL-WG7-R,BALL PEN,121,29207
Rest,23739,555662,PROTECTANT FRAGRANCE 315ML CHERR,PAINTINGS AND ACCESSORIES,22,29207
Rest,23740,653247,ISLE BLACK BEANS 1KG,BEANS,99,29205
Rest,23741,687384,DOPHILUS WT ENZYMES 60CAPS,SUPPLIMENTS,8,29192
Rest,23742,646273,M-G/L AROLACARPEARLSA/FGREEN TEA20G,CAR AIR FRESHENER,77,29181
Rest,23743,685064,ROYAL GAS STOVE GSSP-2GB072,2 GAS BURNER,10,29181
Rest,23744,988180,BOXER SHORT KALABO 2037,BOXERS,72,29172
Rest,23745,555334,GICH CARPET DOORMAT 50*80,DOOR MATS,24,29172
Rest,23746,633061,TOOTHPICK OVAL 139271 CLEAR,TOOTHPICKS,356,29155
Rest,23747,405582,TRS JEANS MARWAN #2073,KIDS JEANS,19,29155
Rest,23748,530769,SPRAY PAINT CLEAR LACQUER 190,HAND TOOLS,69,29147
Rest,23749,555672,COLOR WAX - RED 473ML,LABELS AND POST-IT / STICKY NOTES,14,29147
Rest,23750,988187,BOYS BOXER GMW 8816,BOXERS,147,29147
Rest,23751,640954,S/S PROMAX HOTPOT 1000,HOTPOTS,18,29146
Rest,23752,286991,MEN BOXERS COL 12 #1109 SZ S,BOXERS,52,29138
Rest,23753,681762,UNISEX SHINE KIDS SLVLESS JCKTS,KIDS JACKET,13,29138
Rest,23754,685201,BOYS SHIRT DISCOLORED #M1753D,KIDS TSHIRT PLAIN,15,29138
Rest,23755,526070,OLD NICK WHITE RUM 700ML,RUM,22,29138
Rest,23756,653282,ADULT GAMES 18+ (2),UNISEX TOYS,26,29138
Rest,23757,982000,MUM SILICONE BREAST PUMP,BABY BOTTLES AND ACCESSORIES,26,29138
Rest,23758,556030,FIRAT BOYS SLEEVELESS JACKET,KIDS JACKET,26,29138
Rest,23759,322291,W/DISP HOT & COLD AD-165FHE WHT,COLD AND HOT WATER DISPENSERS,3,29125
Rest,23760,655495,S/STEEL POT 18CM S35,POTS AND PANS,12,29121
Rest,23761,555121,INCH,BOWLS,422,29103
Rest,23762,402019,SUNGURA KNIFE 547-6,KITCHEN KNIVES,135,29095
Rest,23763,675421,BOYS SHORT JEANS LUXURY #M85,KIDS JEANS,17,29095
Rest,23764,654596,WIPING CLOTH (15X18),FACE TOWELS,482,29086
Rest,23765,980501,GIRLS BOXER 0873,BOXERS,173,29082
Rest,23766,522981,C/A.TRAY WT B&H 100G,CAT FOOD,150,29076
Rest,23767,676242,PRESSURE COOKER 15L,PRESSURE COOKER,4,29076
Rest,23768,682480,SQUIZZ TWIST S.P.L. 65ML,STICK AND BARS,281,29069
Rest,23769,653885,JUMBO CHICKEN NOODLES 100G,INSTANT NOODLES SACHETS,749,29056
Rest,23770,671231,RULED PAPER A4 REAM,EXERCISE BOOKS,63,29056
Rest,23771,653133,& CARAMEL BOOSTER X LIGHT 40MG,CIGARETTES,44,29052
Rest,23772,653524,H/D Q/FURN PIP PILLOWTOP 48X8,FOAM,2,29052
Rest,23773,536643,VEGETABLE SPRING ROLLS (6PC),SPRING ROLL,139,29052
Rest,23774,525172,ROYAL PENNE RIGATE 400GM,SHORT CUT PASTA,226,29029
Rest,23775,781307,CRIPSY MIX PKT,APPLE,129,29025
Rest,23776,780300,PACKED RUCOLA/ROCKET (100GM),RUCOLA,225,29025
Rest,23777,413642,BAR QUARTZ HEATER RM/729,ROOM HEATER,7,29022
Rest,23778,682883,WEST-NOB TSHIRT/BIKER SET,LADIES BRA,22,29019
Rest,23779,404320,GIRLS BIKER ZIYOUTONG 0106,KIDS BIKERS,102,29017
Rest,23780,652974,FACE TOWEL 30X30 GREY,FACE TOWELS,340,29017
Rest,23781,402267,KID SHOE VICY KIDS YU 7370,KIDS SHOES,18,29017
Rest,23782,405325,WILDLIFE,EDUCATIONAL,86,28983
Rest,23783,555643,"SUPER GLUE STICK PVP 25G,97179",LABELS AND POST-IT / STICKY NOTES,255,28974
Rest,23784,680796,LADIES MIKA 2PC SET #M1828,LADIES BRA,7,28966
Rest,23785,989815,BASKETBALL RBBR1150:#7:MIKASA,BASKETBALL,12,28966
Rest,23786,211819,YOUTH JEANS SKIRT #M2423,LADIES SKIRT LONG,12,28966
Rest,23787,406950,LADIES FF CAP X,LADIES HATS AND CAPS,42,28966
Rest,23788,406947,LADIES FF CAP #C2,LADIES HATS AND CAPS,42,28966
Rest,23789,536611,CLS S/BERRY FACE & BODY SCRUB 450G,SCRUBS & CLEANSERS,48,28966
Rest,23790,655530,BLACK) DRESSING MIRROR,DRESSING MIRRORS,8,28966
Rest,23791,655538,PINK) DRESSING MIRROR,DRESSING MIRRORS,8,28966
Rest,23792,647654,PBKL SOAP DISH 0056,BATHROOM ACCESSORIES,192,28966
Rest,23793,679189,B/SSUFURIA NO.18 FS1219140BSS,POTS AND PANS,28,28966
Rest,23794,340300,ALs KITCHEN MUTTON SAMOSAS 30GMS,SAMOSA,108,28955
Rest,23795,646219,M-G/L CAR GLAMOURE SUMMER MORNING8M,CAR AIR FRESHENER,73,28949
Rest,23796,649246,HAKAN BOYS TSHIRTS,KIDS TSHIRT PLAIN,28,28941
Rest,23797,290272,WASH UPS,SCOURING SPONGES,746,28940
Rest,23798,631472,SALAD BOWL,BOWLS,440,28934
Rest,23799,545369,SHAZAM MEN SHIRT D.RICH 125-6,SHIRTS,12,28914
Rest,23800,545365,SHAZAM MEN SHIRT D.RICH 125-2,SHIRTS,12,28914
Rest,23801,984926,MAGNUS BOYS T-SHIRT ALMI #001,KIDS TSHIRT PRINTED,26,28914
Rest,23802,570435,NAIL POLISH NO 303 14ML,MAKE -UP NAILS & REMOVER,236,28890
Rest,23803,545569,TVS-8000200005303,WALL UNITS AND STANDS,1,28879
Rest,23804,528264,LADIES UNPADDED BRA D(CAP) #262,LADIES BRA,50,28879
Rest,23805,647852,PBKL SCISSORS S008,SCISSORS AND CUTTERS,134,28879
Rest,23806,656174,AUTOMTIC VOLTAGE FRIDGE GUARD FG-1,FRIDGE GUARD,25,28879
Rest,23807,676487,TOOL SET,CREATIVE TOYS,21,28875
Rest,23808,634258,KAILI SHAG 160*230,SHAGS,4,28874
Rest,23809,982226,MARBLE WOK 32CM,LADLES,18,28862
Rest,23810,681660,BAHARI COCONUT OIL 500ML,HAIR OIL,72,28862
Rest,23811,988403,GIRLS PANT MUCENT 5 STRIPPED,KIDS PANTIES,304,28828
Rest,23812,644256,SERVING SPOON MEAT FORK 039-5,TABLE FORKS,76,28828
Rest,23813,679494,H/30 H/CONICAL P/S 30CM WT LID,COOKING SET,9,28828
Rest,23814,536774,F MINT 50GM (JAR),HERBS,152,28828
Rest,23815,685008,KTLE 360CRDLSÂ DGTLÂ MKT1701DB,KETTLE,13,28823
Rest,23816,500339,BRAVO G 43GMS/38gms,SHORT CAKE,3343,28819
Rest,23817,556401,X PEN 4 PCS VIOLET,ROLLER PEN,300,28810
Rest,23818,655890,POTATO CRACKER 110G,CRACKERS,329,28804
Rest,23819,687807,BOTANICALS ARORWET 1 LTR,SUPPLIMENTS,16,28800
Rest,23820,780327,PACKD BUTERNUT CUBES/WEDGS(250GM),BUTTERNUT,263,28789
Rest,23821,980093,BLOCK IN TRUCK,PUZZLES,42,28784
Rest,23822,686102,GRANOLA FRUITY PER KG,GRANOLA & MUESLI,17,28771
Rest,23823,981324,BOXER SHORT LIEQEE 8218,BOXERS,71,28767
Rest,23824,530760,BATTERY TERMINALS 2PC SET (BT-,HAND TOOLS,71,28767
Rest,23825,653004,KITCHEN TOWEL PRINT,KITCHEN TOWEL,337,28761
Rest,23826,646371,LD PEEL OFF MASK CHARCOAL170ML,TONERS&MASKS,57,28760
Rest,23827,677775,CL DARK FEVER W 100ML,PERFUMES,19,28759
Rest,23828,675512,HWM FD01 DRESS,LADIES DRESS SHORT,28,28759
Rest,23829,672783,COLOUR PENCILS TRIANGULAR12S118012,COLOR PENCILS+FELT PENS,115,28750
Rest,23830,286962,KIDS FF T-SHIRT #2495,KIDS DRESS LONG,23,28750
Rest,23831,634939,PICUS FLASK K1873T 1.8LTR,BEVERAGE FLASKS,19,28746
Rest,23832,530949,TOWING BELT 2 TON (ORANGE),DIY ACCESSORIES,27,28746
Rest,23833,655785,BACKPACK,LAPTOP,27,28746
Rest,23834,249292,PULL LINE CAR 688-1,PUZZLES,113,28737
Rest,23835,656098,BASKET 2805,BASKETS,113,28737
Rest,23836,684239,FACE TOWEL ALEM30*30 T.GREEN,FACE TOWELS,155,28728
Rest,23837,980588,COMFY BLUE 6,CASUAL SHOES,102,28707
Rest,23838,630521,KLIPLOCK CONT 606,PLASTIC KITCHEN STORAGE,307,28695
Rest,23839,652777,STATIONERY SET,OTHER SCHOOL MATERIALS,208,28690
Rest,23840,555644,"SUPER GLUE STICK PVP 35G,97178",LABELS AND POST-IT / STICKY NOTES,159,28681
Rest,23841,678688,GUN BLASTER,OUTDOOR TOYS,9,28668
Rest,23842,675104,SHAZAM TRS CHINOS #HF39-23,CHINOS,9,28668
Rest,23843,675106,SHAZAM TRS CHINOS #HF39-20,CHINOS,9,28668
Rest,23844,675098,SHAZAM TRS CHINOS #HF36-18,CHINOS,9,28668
Rest,23845,565459,MEN JEANS TRS #604,JEANS,9,28668
Rest,23846,642413,HP/105 MIDAS/MARS H/POT 3.5L/4L,HOTPOTS,11,28638
Rest,23847,321016,STAND&HAND MIXER RM369,HAND MIXER,6,28634
Rest,23848,687783,NOW VIT. D-3 5000IU 120SOFTGELS,SUPPLIMENTS,12,28620
Rest,23849,657909,BIRYANI MASALA 45G,POWDER SPICES,246,28603
Rest,23850,670826,P PVC CLIP BOARD SINGLE 03CLB2001,BOARDS,158,28603
Rest,23851,850645,PIZZA/MOZARELLA CHEESE PER 1KG,FRENCH CHEESE,17,28590
Rest,23852,400214,LALA BOTTLE 500ML,PLAIN,360,28579
Rest,23853,676112,POPS FILL 350G,CEREAL POPS,51,28578
Rest,23854,685190,BOYS SHIRT DISCOLORED #M33102L,KIDS TSHIRT PLAIN,15,28578
Rest,23855,675642,RMB-BABY 2PC GIRL CARTER,DRESS,17,28578
Rest,23856,567128,MEDIUM RED,OTHER PENS,1841,28567
Rest,23857,781318,PACKED IMPORTED TANGERINE PKT,TANGERINE,51,28560
Rest,23858,985577,HARY SHWR CP LC&LINN LGHT GRN,LADIES ACCESSORIES,173,28556
Rest,23859,360349,KEWDA STICKS 18G,INCENSE STICKS,543,28554
Rest,23860,653886,JUMBO BEEF NOODLES 100G,INSTANT NOODLES SACHETS,736,28552
Rest,23861,556349,HONEY IN JERRYCAN (3KG),NATURAL HONEY,9,28543
Rest,23862,781199,WHITE CABBAGE PER PC,CABBAGE,287,28533
Rest,23863,786748,PUMPKIN KG,PUMPKIN,294,28531
Rest,23864,652710,BREAD 400G - CRATE,BROWN BREAD,38,28500
Rest,23865,654914,CHOCOLATE TOFFEE 150G,SOFT SWEETS,58,28500
Rest,23866,655891,STIX ROLLED WAFER CHCLATE 20G,WAFERS,661,28491
Rest,23867,654072,YORKOOL TREATED M/NET6X6RECTANGL,RECTANGULAR NET,27,28485
Rest,23868,280220,LEMON 1KG,SCOURING CREAM & POWDER,217,28474
Rest,23869,490183,BARILLA PENNE RIGATE 500G,SHORT CUT PASTA,46,28472
Rest,23870,687944,SIDE MEDLEY OF FRUIT JAM 340GMS JAR,PREMIUM JAMS,50,28466
Rest,23871,402233,TEENS FF T-SHIRT QQ,LADIES SHORT SLEEVE,30,28448
Rest,23872,686549,IMANI YOUTH CROCS #2 SZ 36-41,LADIES CASUAL SHOES,33,28448
Rest,23873,421136,AMERICAN GOURMET YELLOW MUSTARD22,MUSTARD & DRESSING,100,28448
Rest,23874,646584,BOYS JACKET KB #M83,KIDS ACCESSORIES,10,28448
Rest,23875,404954,LADIES PONCHO FEVA HOOD # 1002,LADIES PONCHO,10,28448
Rest,23876,980760,LADIES MUMS JEANS TRS #MT521,LADIES SWEATER,11,28448
Rest,23877,981177,LADIES MUMS JEANS TRS #MK995,DRESS,11,28448
Rest,23878,556707,LADY JEANS TR C/FASHION B5272 1,LADIES JEANS,11,28448
Rest,23879,211261,HASSAN GIRLS JEANS,GENTS ACCESSORIES,22,28448
Rest,23880,525658,SCHOOL BAG HO #YLD-125,SCHOOL BAG,15,28448
Rest,23881,390273,SOYA DRINK 300G,FLAVORED INSTANT,165,28448
Rest,23882,682797,CHILDREN PRINTED UNISEX TSHRT,KIDS TSHIRT PLAIN,24,28448
Rest,23883,679610,LUMINOUS POST ACNE SERUM 30ML,FACE SERUMS,12,28413
Rest,23884,413595,RW 1:24 MASERATI GT GT3,MINIATURE CAR,11,28401
Rest,23885,675916,BODY SPRAY PRETTY 200ML,DEO SPRAYS,64,28399
Rest,23886,321352,PBKL HI TECH CLIPPER,HAIR SHAVER,7,28392
Rest,23887,654715,CITRONELLA TEALIGHT CANDLES 10s,INCENSE STICKS,92,28384
Rest,23888,413169,UMBRELLA BACKORA HEAVY,GOLF,70,28362
Rest,23889,405198,KRACK JACK 240g(4PCX60g),SHORT CAKE,188,28362
Rest,23890,540946,SOURCREAMONION CRISPS FOIL30GM,FOIL PACK,658,28362
Rest,23891,370285,QUENCHER PINEAPPLE RTD 500ML SPOR,CORDIALS,506,28353
Rest,23892,680736,ZURI BABY JOGGER,TROUSER,22,28353
Rest,23893,653461,NYTOL ONE A NIGHT 50MG CAPS 20S,FIRST AIDS,9,28350
Rest,23894,652288,NAT. PEANUTS R/S 25G PEELED,PEANUTS,1644,28345
Rest,23895,658606,ADULT - LAMB & POTATO - 2KG,DOG FOOD,27,28320
Rest,23896,655090,MUM SILICONE FEEDING SPOON,BABY BOTTLES AND ACCESSORIES,107,28318
Rest,23897,413229,TWSTED BRIOCHE W/MEAL 350G,SPECIALITIES BREAD,152,28303
Rest,23898,687882,SIDE SALTED BUTTER 8GMS,SALTED BUTTER,864,28303
Rest,23899,686244,SPATULA SPOON,MELAMINE SPOONS,473,28290
Rest,23900,412986,DESIGN A4 96 PGS SQ/L,OTHER BOOKS,316,28283
Rest,23901,405000,LADIES FF HAT #1392-0,LADIES HATS AND CAPS,41,28276
Rest,23902,676631,LADIES SWEATER #M2812,LADIES SWEATER,8,28276
Rest,23903,676826,LEMON DRINK WITH GINGER 500ML,PET,149,28259
Rest,23904,620135,FUMAKILLA VAPE LIQUID REFIL 45G,LIQUID REFILLS,56,28254
Rest,23905,676125,ORG ROSE MINT SHAMPOO 355ML,HAIR SHAMPOOS,16,28248
Rest,23906,545690,ROMIBS BIB I LOVE MUM & DAD,BABY ACCESSORIES,126,28241
Rest,23907,983039,AWORKY IRON BOARD 46*17 P/EXTRA,IRONING BOARDS,2,28233
Rest,23908,501190,WOW TOMATO 20G/15G,CORN PUFFS,2519,28230
Rest,23909,675922,BODY SPRAY PURE 200ML,DEO SPRAYS,64,28220
Rest,23910,683442,WEST-NOB A.LDS SHOE 1703/BF1709,LADIES BRA,27,28215
Rest,23911,211478,LADIES UNPADDED BRA B(CAP) #254,LADIES BRA,55,28211
Rest,23912,642237,CHOPPING BOARD 157627/629,CHOPPING BOARDS,35,28211
Rest,23913,567226,KU LADIES PANTS #2912,LADIES PANTIES,84,28208
Rest,23914,980586,COMFY GREEN 9,CASUAL SHOES,100,28207
Rest,23915,786180,SCOTCH BONNETÂ 50G,SCOTCH BONNET,376,28200
Rest,23916,980566,ROYAL WATAMU GREEN 10,CASUAL SHOES,110,28198
Rest,23917,682117,MEN JACKET #1600,JACKETS & JUMPERS,13,28185
Rest,23918,405768,VESTS COL 1 #2214 SZ 3,KIDS VEST,66,28164
Rest,23919,535921,MELAMINE TRAY C7,DINNER TRAYS,139,28159
Rest,23920,951100,GIRLS TOPS,KIDS SHORT SLEEVE,48,28138
Rest,23921,420873,PASTA SAUCE HOT 330G,CHOMA SAUCE,86,28128
Rest,23922,480579,CHEESELOVE COLBY JACK/KG,PROCESSED BLOCK CHEESE,13,28117
Rest,23923,567709,US MANGO CUP 250ML,FRUIT AND FLAVOURED YOGHURT,556,28109
Rest,23924,988450,LADIES BLOUSE PLAIN FORTUNER,LADIES SHORT SLEEVE,41,28099
Rest,23925,728358,CARMAT TINTED/CLEAR,CAR MAT,11,28069
Rest,23926,420841,FISH MASALA 50G,POWDER SPICES,321,28066
Rest,23927,351800,VERMOUTH IRIS ROJO 1L,BLENDED RED,15,28060
Rest,23928,654595,COSMETIC POUCH,BATHROOM LINEN ACCESSORIES,210,28060
Rest,23929,761340,KING FISH PER KG(STEAK),SEA FOOD,28,28060
Rest,23930,406953,LADIES FF CAP NEW SPORT,LADIES HATS AND CAPS,50,28017
Rest,23931,980974,BOYS FF SWEAT SHIRT 1927,KIDS TSHIRT PLAIN,26,28017
Rest,23932,653642,DREAM C/BTTER LEMON BODY OIL 200ML,BODY OILS,26,28017
Rest,23933,920831,SATIN NIGHT DRESS,LADIES NIGHT DRESS,25,28017
Rest,23934,679179,C/R 7 HP 18CM 2.5 L FQCS50025PK,BAKING DISHES,15,28010
Rest,23935,631745,BALER TWIN 500MTRS,CLOTHES LINES,19,28009
Rest,23936,641797,TRAMONTINA KNIFE HANDLE,KITCHEN KNIVES,73,28004
Rest,23937,850660,CLEARROUND CON+LID 250ML,BAKERY,224,28000
Rest,23938,687332,NAT.B/MET XULTRA ABSORP.60CAPS,SUPPLIMENTS,7,27993
Rest,23939,687416,D/PROBIOTICS+C/BERRY 60S,SUPPLIMENTS,7,27993
Rest,23940,322091,SUBWOOFER SHT-1194BT,2.1 CHANNEL SPEAKER,2,27983
Rest,23941,781068,CRISP PINK APPLE (4 PACK),APPLE,104,27978
Rest,23942,988014,LADIS TRS F217,LADIES JEANS,13,27961
Rest,23943,981452,LESSO KITENGE #001,LADIES ACCESSORIES,69,27957
Rest,23944,971154,MEGA MG133 SOLARA 1.6LM,TRAVEL FLASKS,19,27948
Rest,23945,678760,B K/L DIAMOND B/CASSE. 22,COOKING SET,15,27941
Rest,23946,525303,EGGS (LOOSE EGGS),30 PACK,1270,27940
Rest,23947,735744,PASUA,READY MEALS PRE-PACKED,810,27931
Rest,23948,561279,DYING BRUSH COMB 1101,HAIR BRUSHES,432,27931
Rest,23949,677893,GELATI VAN. CHOC.CHIPS 120ML,ORGANIC DAIRY PRODUCTS,324,27931
Rest,23950,289992,BOXER SHORTS KMX #8042,BOXERS,60,27931
Rest,23951,401829,YOUTH SANDALS #M21(25-30),KIDS SHOES,18,27931
Rest,23952,986030,FF ANKALA FANCY TOP #22005,LADIES PAJAMA TOP,24,27931
Rest,23953,986029,ABDUL HATTREC JEANS,JEANS,12,27931
Rest,23954,980786,LADIES SHOES VIMTAL #H30-2L,FLAT SHEET,12,27931
Rest,23955,683167,WEST-NOB KOY LONG DRESS TOP,LADIES BRA,24,27931
Rest,23956,680237,GIRL FF 2PC SUIT CUTEBABY #538,SET,12,27931
Rest,23957,680236,GIRL FF 2PC SKIRT SUIT #9759,SET,12,27931
Rest,23958,655578,COFFEE TABLE,COFFEE TABLES,6,27931
Rest,23959,683269,WEST-NOB KIDS ASS/HOUSE SHOE,LADIES BRA,54,27931
Rest,23960,655459,A. PLAIN SAFARI CAP,CAPS & HATS,27,27931
Rest,23961,525207,KIDS S/CAP PU 802,KIDS HAT AND CAP,82,27922
Rest,23962,287439,LADIES LACE PANTIE #029,LADIES PANTIES,82,27922
Rest,23963,317980,LADIES PANT #308,LADIES PANTIES,82,27922
Rest,23964,655413,DEGRDABLE GARBAGE BAG.SM 43X21C/WHT,OTHER BAGS,51,27918
Rest,23965,523459,ARIS BELISSIMO II EDP (W)EDP 100ML,PERFUMES,21,27909
Rest,23966,940831,BOYS TSHIRT,KIDS TSHIRT PLAIN,39,27905
Rest,23967,555802,GIRLS VEST KEGA #5402,KIDS VEST,66,27879
Rest,23968,555245,LADIES S.COSTUME 1PC BIKINI,LADIES COSTUME / SWIMSUIT,12,27879
Rest,23969,523284,GIRLS DRESS TIMI BABY #JP6544,DRESS,12,27879
Rest,23970,412952,CLEAR RULERS,DIY ACCESSORIES,2021,27876
Rest,23971,260472,LADDER (26M) SINGLE,PAINT AND ACCESSORIES,3,27853
Rest,23972,576100,CIRIO PIZZA SAUCE 400G,HOT SAUCES,76,27845
Rest,23973,657739,DIAPER L/B(GRN)H/XL-36PC-BALE,BABY DIAPER TAPED,11,27845
Rest,23974,635887,MAXI BASIN 1,WATER BASINS,72,27845
Rest,23975,649251,HALIL MINICAN SHOES 20-30,LADIES CASUAL SHOES,19,27845
Rest,23976,681354,ELITE EXPLORER F6367,OTHER UNISEX ITEMS,11,27832
Rest,23977,981356,NIGHT DRESS WONDER KOREA 302,LADIES NIGHT DRESS,24,27828
Rest,23978,674630,ATLAS P/M BULLET RED 1PC,MARKERS,538,27828
Rest,23979,786303,RED LOYAL PAWPAW LOOSE 1KG,PAWPAW,185,27802
Rest,23980,685074,H/C B/LOAD W/DISP RM/679 BLCK,COLD AND HOT WATER DISPENSERS,1,27802
Rest,23981,656818,PU STANDARD NOTEBOOK A5-BROWN,A5 NOTEBOOK,25,27802
Rest,23982,408342,MEN SHIRT SOPHIA #WY1018L,SHIRTS,13,27793
Rest,23983,570929,LURON NAIL POLISH 22 14ML,MAKE -UP NAILS & REMOVER,227,27788
Rest,23984,679185,B/SSUFURIA NO.14 FS1219140BSS,POTS AND PANS,31,27774
Rest,23985,646583,BOYS JEANS TRS #M20,KIDS JEANS,17,27772
Rest,23986,652408,MOIST. CREAM AVOCADO 250ML,BODY CREAMS,68,27763
Rest,23987,410845,SALTED POPCORN 105G,FLAVOURED POPCORN,322,27759
Rest,23988,547125,BAMBOO CHAIR 2042 - RED,CHAIRS,7,27759
Rest,23989,677302,QNDURA-BM REST CLC AIRBD64143INTX,OTHER TEAM SPORT,4,27759
Rest,23990,565909,FACE & BODY SCRUB CHARCOAL-450 GM,SCRUBS & CLEANSERS,46,27759
Rest,23991,644413,WATER CUP WITH GLASS C0107,DRINKING GLASSES,92,27759
Rest,23992,510525,MCVITIES MARIE FINGER 200 GM.,CREAMY,92,27759
Rest,23993,680399,GIRL FF JUMSUIT HS #GF-2021,KIDS JUMPSUIT,14,27759
Rest,23994,406342,RMB-BABY BOOTIE FANCY,KIDS CASUAL SHOES,161,27759
Rest,23995,290538,HELAL METAL SQUEEZE 55CM+HANDLE,SQUEEGEE MOPS,65,27737
Rest,23996,587616,KEEP N FLAT RIM LAGON RECT 82,JUG AND BOTTLE,39,27737
Rest,23997,536727,F CORIANDER POWDER 100GM (JAR),POWDER SPICES,201,27724
Rest,23998,677774,CL PURE BLACK M 100ML,PERFUMES,18,27709
